needid,NeedTitle,Description,Agencyid,AgencyName,category,agencyaddress,agencycity,agencystate,agencyzip,phone,email
3974,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Redlands,14827,Boys & Girls Club Redlands,BasicNeeds,1251 Clay Street ,Redlands,CA  ,92374,555-123-4827,fake14827@email.com
3975,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Redlands,14827,Boys & Girls Club Redlands,BasicNeeds,1251 Clay Street ,Redlands,CA  ,92374,555-123-4827,fake14827@email.com
3976,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Pasadena            ",14821,Boys & Girls Club Pasadena,BasicNeeds,3230 East Del Mar Blvd. ,Pasadena            ,CA  ,91101,555-123-4821,fake14821@email.com
3977,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Pasadena            ,14821,Boys & Girls Club Pasadena,BasicNeeds,3230 East Del Mar Blvd. ,Pasadena            ,CA  ,91101,555-123-4821,fake14821@email.com
3978,Donation sorting,Help Process Gifts for an Organization in Pasadena            ,14821,Boys & Girls Club Pasadena,BasicNeeds,3230 East Del Mar Blvd. ,Pasadena            ,CA  ,91101,555-123-4821,fake14821@email.com
3979,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Pasadena            ,14821,Boys & Girls Club Pasadena,BasicNeeds,3230 East Del Mar Blvd. ,Pasadena            ,CA  ,91101,555-123-4821,fake14821@email.com
3980,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Pasadena            ,14821,Boys & Girls Club Pasadena,BasicNeeds,3230 East Del Mar Blvd. ,Pasadena            ,CA  ,91101,555-123-4821,fake14821@email.com
3981,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Palm Springs        ",14820,Boys & Girls Club Palm Springs                                                                                          ,BasicNeeds,450 S Sunrise Way ,Palm Springs        ,CA  ,92262,555-123-4820,fake14820@email.com
3982,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Palm Springs        ,14820,Boys & Girls Club Palm Springs                                                                                          ,BasicNeeds,450 S Sunrise Way ,Palm Springs        ,CA  ,92262,555-123-4820,fake14820@email.com
3983,Donation sorting,Help Process Gifts for an Organization in Palm Springs        ,14820,Boys & Girls Club Palm Springs                                                                                          ,BasicNeeds,450 S Sunrise Way ,Palm Springs        ,CA  ,92262,555-123-4820,fake14820@email.com
3984,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Palm Springs        ,14820,Boys & Girls Club Palm Springs                                                                                          ,BasicNeeds,450 S Sunrise Way ,Palm Springs        ,CA  ,92262,555-123-4820,fake14820@email.com
3985,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Palm Springs        ,14820,Boys & Girls Club Palm Springs                                                                                          ,BasicNeeds,450 S Sunrise Way ,Palm Springs        ,CA  ,92262,555-123-4820,fake14820@email.com
3986,Childcare,Help provide childcare at an agency serving families in poverty in Oxnard              ,14818,Boys & Girls Club Oxnard-main Office                                                                                    ,Income,1900 West Fifth Street ,Oxnard              ,CA  ,93035,555-123-4818,fake14818@email.com
3987,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Oxnard              ,14818,Boys & Girls Club Oxnard-main Office                                                                                    ,Income,1900 West Fifth Street ,Oxnard              ,CA  ,93035,555-123-4818,fake14818@email.com
3988,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Oxnard              ,14818,Boys & Girls Club Oxnard-main Office                                                                                    ,Income,1900 West Fifth Street ,Oxnard              ,CA  ,93035,555-123-4818,fake14818@email.com
3989,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Oxnard              ,14818,Boys & Girls Club Oxnard-main Office                                                                                    ,Income,1900 West Fifth Street ,Oxnard              ,CA  ,93035,555-123-4818,fake14818@email.com
3990,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Oxnard              ,14818,Boys & Girls Club Oxnard-main Office                                                                                    ,Income,1900 West Fifth Street ,Oxnard              ,CA  ,93035,555-123-4818,fake14818@email.com
3991,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Oxnard              ,14818,Boys & Girls Club Oxnard-main Office                                                                                    ,Income,1900 West Fifth Street ,Oxnard              ,CA  ,93035,555-123-4818,fake14818@email.com
3992,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Juan Capistrano ",14813,Boys & Girls Club Of Capistrano Valley                                                                                  ,BasicNeeds,One Via Positiva ,San Juan Capistrano ,CA  ,92675,555-123-4813,fake14813@email.com
3993,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in San Juan Capistrano ,14813,Boys & Girls Club Of Capistrano Valley                                                                                  ,BasicNeeds,One Via Positiva ,San Juan Capistrano ,CA  ,92675,555-123-4813,fake14813@email.com
3994,Donation sorting,Help Process Gifts for an Organization in San Juan Capistrano ,14813,Boys & Girls Club Of Capistrano Valley                                                                                  ,BasicNeeds,One Via Positiva ,San Juan Capistrano ,CA  ,92675,555-123-4813,fake14813@email.com
3995,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in San Juan Capistrano ,14813,Boys & Girls Club Of Capistrano Valley                                                                                  ,BasicNeeds,One Via Positiva ,San Juan Capistrano ,CA  ,92675,555-123-4813,fake14813@email.com
3996,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in San Juan Capistrano ,14813,Boys & Girls Club Of Capistrano Valley                                                                                  ,BasicNeeds,One Via Positiva ,San Juan Capistrano ,CA  ,92675,555-123-4813,fake14813@email.com
3997,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Moorpark            ",14806,Boys & Girls Club Moorpark,BasicNeeds, Post Office Box 514 ,Moorpark            ,CA  ,93020,555-123-4806,fake14806@email.com
3998,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Moorpark            ,14806,Boys & Girls Club Moorpark,BasicNeeds, Post Office Box 514 ,Moorpark            ,CA  ,93020,555-123-4806,fake14806@email.com
3999,Donation sorting,Help Process Gifts for an Organization in Moorpark            ,14806,Boys & Girls Club Moorpark,BasicNeeds, Post Office Box 514 ,Moorpark            ,CA  ,93020,555-123-4806,fake14806@email.com
4000,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Moorpark            ,14806,Boys & Girls Club Moorpark,BasicNeeds, Post Office Box 514 ,Moorpark            ,CA  ,93020,555-123-4806,fake14806@email.com
4001,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Moorpark            ,14806,Boys & Girls Club Moorpark,BasicNeeds, Post Office Box 514 ,Moorpark            ,CA  ,93020,555-123-4806,fake14806@email.com
4002,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Los Angeles         ",14799,"Boys & Girls Club, Los Angeles                                                                                          ",BasicNeeds,2635 Pasadena Avenue ,Los Angeles         ,CA  ,90031,555-123-4799,fake14799@email.com
4003,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Los Angeles         ,14799,"Boys & Girls Club, Los Angeles                                                                                          ",BasicNeeds,2635 Pasadena Avenue ,Los Angeles         ,CA  ,90031,555-123-4799,fake14799@email.com
4004,Donation sorting,Help Process Gifts for an Organization in Los Angeles         ,14799,"Boys & Girls Club, Los Angeles                                                                                          ",BasicNeeds,2635 Pasadena Avenue ,Los Angeles         ,CA  ,90031,555-123-4799,fake14799@email.com
4005,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Los Angeles         ,14799,"Boys & Girls Club, Los Angeles                                                                                          ",BasicNeeds,2635 Pasadena Avenue ,Los Angeles         ,CA  ,90031,555-123-4799,fake14799@email.com
4006,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles         ,14799,"Boys & Girls Club, Los Angeles                                                                                          ",BasicNeeds,2635 Pasadena Avenue ,Los Angeles         ,CA  ,90031,555-123-4799,fake14799@email.com
4007,Book/literacy fairs,Help organize a literary and book fair in Long Beach          ,14797,Boys & Girls Club of Long Beach,Education,3635 Long Beach Blvd. ,Long Beach          ,CA  ,90807,555-123-4797,fake14797@email.com
4008,Career Days,Help organize a career day at an agency or school in Long Beach          ,14797,Boys & Girls Club of Long Beach,Education,3635 Long Beach Blvd. ,Long Beach          ,CA  ,90807,555-123-4797,fake14797@email.com
4009,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Long Beach          ,14797,Boys & Girls Club of Long Beach,Education,3635 Long Beach Blvd. ,Long Beach          ,CA  ,90807,555-123-4797,fake14797@email.com
4010,After-school homework help/tutoring,Tutor students after school in Long Beach          ,14797,Boys & Girls Club of Long Beach,Education,3635 Long Beach Blvd. ,Long Beach          ,CA  ,90807,555-123-4797,fake14797@email.com
4011,Mentoring,Mentor a Teenager in Long Beach          ,14797,Boys & Girls Club of Long Beach,Education,3635 Long Beach Blvd. ,Long Beach          ,CA  ,90807,555-123-4797,fake14797@email.com
